priority,document_id,document_title,document_type,business_area,plant,owner_id,status,rule_id,rule_name,issue_description,recommended_action,target_resolution_days,data_quality_score,risk_category
Medium,DOC-10011,Regulatory Compliance Document - DOC-10011,Compliance Document,Compliance,ELP-01,OWN-011,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,30,Critical Risk
Medium,DOC-10056,Regulatory Compliance Document - DOC-10056,Compliance Document,Supply Chain,CHI-02,OWN-041,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,30,Critical Risk
Medium,DOC-10059,Operational Work Instruction - DOC-10059,Work Instruction,Compliance,QRO-01,OWN-030,Active,DQ-009,Missing Version,Document version is missing.,Update the document version or revision number.,20,30,Critical Risk
Medium,DOC-10104,Quality Inspection Record - DOC-10104,Quality Record,Supply Chain,QRO-01,OWN-023,Active,DQ-009,Missing Version,Document version is missing.,Update the document version or revision number.,20,30,Critical Risk
Medium,DOC-10129,Service Contract Agreement - DOC-10129,Contract,Finance,ELP-01,OWN-033,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,30,Critical Risk
Medium,DOC-10274,Standard Operating Procedure - DOC-10274,SOP,Supply Chain,CHI-02,OWN-024,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,30,Critical Risk
Medium,DOC-10293,Quality Inspection Record - DOC-10293,Quality Record,Quality,CHI-02,OWN-041,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,30,Critical Risk
Medium,DOC-10309,Operational Work Instruction - DOC-10309,Work Instruction,Operations,ELP-01,OWN-018,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,30,Critical Risk
Medium,DOC-10497,Non-Disclosure Agreement - DOC-10497,NDA,Quality,CHI-02,OWN-019,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,30,Critical Risk
Medium,DOC-10515,Operational Work Instruction - DOC-10515,Work Instruction,Program Management,QRO-01,OWN-021,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,30,Critical Risk
Medium,DOC-10692,Service Contract Agreement - DOC-10692,Contract,Finance,ELP-01,OWN-038,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,30,Critical Risk
Medium,DOC-10817,Regulatory Compliance Document - DOC-10817,Compliance Document,Program Management,ELP-01,OWN-018,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,30,Critical Risk
Medium,DOC-10830,Quality Inspection Record - DOC-10830,Quality Record,Finance,CHI-01,OWN-013,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,30,Critical Risk
Medium,DOC-10835,Non-Disclosure Agreement - DOC-10835,NDA,Quality,CHI-02,OWN-002,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,30,Critical Risk
Medium,DOC-10857,Quality Inspection Record - DOC-10857,Quality Record,Compliance,CHI-01,,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,30,Critical Risk
Medium,DOC-10900,Standard Operating Procedure - DOC-10900,SOP,Finance,MTY-01,OWN-010,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,30,Critical Risk
Medium,DOC-10013,Service Contract Agreement - DOC-10013,Contract,Supply Chain,CHI-01,OWN-050,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10016,Quality Inspection Record - DOC-10016,Quality Record,Operations,MTY-01,OWN-027,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10021,Operational Work Instruction - DOC-10021,Work Instruction,Program Management,QRO-01,,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10037,Service Contract Agreement - DOC-10037,Contract,Finance,ELP-01,OWN-012,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10048,Quality Inspection Record - DOC-10048,Quality Record,Operations,CHI-01,OWN-050,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10100,Standard Operating Procedure - DOC-10100,SOP,Finance,ELP-01,,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10103,Standard Operating Procedure - DOC-10103,SOP,Supply Chain,QRO-01,OWN-040,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10116,Standard Operating Procedure - DOC-10116,SOP,Finance,CHI-01,OWN-002,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10183,Non-Disclosure Agreement - DOC-10183,NDA,Engineering,MTY-01,OWN-023,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10193,Regulatory Compliance Document - DOC-10193,Compliance Document,Operations,CHI-01,,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10217,Quality Inspection Record - DOC-10217,Quality Record,Program Management,MTY-01,OWN-027,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10230,Standard Operating Procedure - DOC-10230,SOP,Compliance,ELP-01,OWN-012,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10232,Operational Work Instruction - DOC-10232,Work Instruction,Program Management,ELP-01,,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10269,Service Contract Agreement - DOC-10269,Contract,Compliance,CHI-01,OWN-040,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10279,Quality Inspection Record - DOC-10279,Quality Record,Supply Chain,CHI-01,OWN-023,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10283,Standard Operating Procedure - DOC-10283,SOP,Supply Chain,CHI-02,OWN-050,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10306,Service Contract Agreement - DOC-10306,Contract,Compliance,QRO-01,OWN-012,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10323,Non-Disclosure Agreement - DOC-10323,NDA,Quality,MTY-01,OWN-042,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10324,Operational Work Instruction - DOC-10324,Work Instruction,Operations,ELP-01,OWN-050,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10366,Service Contract Agreement - DOC-10366,Contract,Program Management,ELP-01,OWN-050,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10392,Service Contract Agreement - DOC-10392,Contract,Program Management,CHI-02,OWN-005,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10462,Regulatory Compliance Document - DOC-10462,Compliance Document,Compliance,MTY-01,OWN-027,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10464,Quality Inspection Record - DOC-10464,Quality Record,Quality,CHI-01,OWN-010,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10513,Operational Work Instruction - DOC-10513,Work Instruction,Engineering,MTY-01,OWN-050,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10517,Quality Inspection Record - DOC-10517,Quality Record,Operations,ELP-01,OWN-002,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10553,Regulatory Compliance Document - DOC-10553,Compliance Document,Compliance,QRO-01,OWN-015,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10567,Quality Inspection Record - DOC-10567,Quality Record,Program Management,CHI-01,OWN-015,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10570,Quality Inspection Record - DOC-10570,Quality Record,Program Management,MTY-01,OWN-009,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10591,Non-Disclosure Agreement - DOC-10591,NDA,Quality,QRO-01,OWN-027,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10593,Non-Disclosure Agreement - DOC-10593,NDA,Engineering,QRO-01,OWN-020,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10647,Standard Operating Procedure - DOC-10647,SOP,Supply Chain,CHI-01,,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10651,Service Contract Agreement - DOC-10651,Contract,Compliance,ELP-01,,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10684,Quality Inspection Record - DOC-10684,Quality Record,Compliance,MTY-01,,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10691,Regulatory Compliance Document - DOC-10691,Compliance Document,Supply Chain,CHI-02,OWN-023,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10704,Non-Disclosure Agreement - DOC-10704,NDA,Engineering,QRO-01,OWN-031,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10730,Non-Disclosure Agreement - DOC-10730,NDA,Program Management,CHI-01,OWN-050,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10770,Quality Inspection Record - DOC-10770,Quality Record,Engineering,ELP-01,OWN-027,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10780,Standard Operating Procedure - DOC-10780,SOP,Quality,ELP-01,OWN-019,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10823,Operational Work Instruction - DOC-10823,Work Instruction,Engineering,CHI-01,OWN-002,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10849,Service Contract Agreement - DOC-10849,Contract,Engineering,ELP-01,OWN-050,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10859,Service Contract Agreement - DOC-10859,Contract,Operations,QRO-01,OWN-024,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10861,Standard Operating Procedure - DOC-10861,SOP,Supply Chain,CHI-02,,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10879,Standard Operating Procedure - DOC-10879,SOP,Quality,QRO-01,OWN-050,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10908,Quality Inspection Record - DOC-10908,Quality Record,Quality,ELP-01,OWN-012,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10914,Operational Work Instruction - DOC-10914,Work Instruction,Finance,QRO-01,OWN-030,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10963,Standard Operating Procedure - DOC-10963,SOP,Supply Chain,MTY-01,OWN-020,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10969,Regulatory Compliance Document - DOC-10969,Compliance Document,Compliance,ELP-01,OWN-021,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,40,High Risk
Medium,DOC-10042,Standard Operating Procedure - DOC-10042,SOP,Supply Chain,CHI-02,OWN-011,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10133,Regulatory Compliance Document - DOC-10133,Compliance Document,Engineering,ELP-01,OWN-025,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10149,Standard Operating Procedure - DOC-10149,SOP,Compliance,QRO-01,OWN-025,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10152,Non-Disclosure Agreement - DOC-10152,NDA,Operations,CHI-02,OWN-039,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10201,Non-Disclosure Agreement - DOC-10201,NDA,Quality,MTY-01,OWN-047,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10256,Quality Inspection Record - DOC-10256,Quality Record,Engineering,CHI-02,OWN-046,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10266,Regulatory Compliance Document - DOC-10266,Compliance Document,Quality,CHI-01,OWN-044,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10281,Regulatory Compliance Document - DOC-10281,Compliance Document,Compliance,CHI-01,OWN-029,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10356,Regulatory Compliance Document - DOC-10356,Compliance Document,Compliance,MTY-01,OWN-027,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10380,Quality Inspection Record - DOC-10380,Quality Record,Engineering,CHI-01,OWN-009,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10580,Operational Work Instruction - DOC-10580,Work Instruction,Finance,MTY-01,OWN-029,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10605,Operational Work Instruction - DOC-10605,Work Instruction,Finance,CHI-01,OWN-035,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,50,High Risk
Medium,DOC-10310,Standard Operating Procedure - DOC-10310,SOP,,CHI-01,OWN-018,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,55,High Risk
Medium,DOC-10508,Non-Disclosure Agreement - DOC-10508,NDA,Supply Chain,,OWN-005,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,55,High Risk
Medium,DOC-10618,Service Contract Agreement - DOC-10618,Contract,,CHI-02,OWN-016,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,55,High Risk
Medium,DOC-10798,Quality Inspection Record - DOC-10798,Quality Record,Quality,,OWN-007,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,55,High Risk
Medium,DOC-10072,Non-Disclosure Agreement - DOC-10072,NDA,Supply Chain,MTY-01,,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,40,High Risk
Medium,DOC-10377,Standard Operating Procedure - DOC-10377,SOP,Compliance,ELP-01,,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,40,High Risk
Medium,DOC-10439,Regulatory Compliance Document - DOC-10439,Compliance Document,Engineering,CHI-02,OWN-002,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,40,High Risk
Medium,DOC-10545,Non-Disclosure Agreement - DOC-10545,NDA,Operations,ELP-01,OWN-017,Draft,DQ-011,Draft Document Open Too Long,Draft document has remained open for more than 60 days.,"Approve, reject, complete, or cancel the draft document.",20,40,High Risk
Medium,DOC-10910,Service Contract Agreement - DOC-10910,Contract,Operations,ELP-01,OWN-012,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,40,High Risk
Medium,DOC-10012,Operational Work Instruction - DOC-10012,Work Instruction,Program Management,CHI-02,OWN-003,Draft,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,50,High Risk
Medium,DOC-10012,Operational Work Instruction - DOC-10012,Work Instruction,Program Management,CHI-02,OWN-003,Draft,DQ-011,Draft Document Open Too Long,Draft document has remained open for more than 60 days.,"Approve, reject, complete, or cancel the draft document.",20,50,High Risk
Medium,DOC-10042,Standard Operating Procedure - DOC-10042,SOP,Supply Chain,CHI-02,OWN-011,Active,DQ-009,Missing Version,Document version is missing.,Update the document version or revision number.,20,50,High Risk
Medium,DOC-10133,Regulatory Compliance Document - DOC-10133,Compliance Document,Engineering,ELP-01,OWN-025,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,50,High Risk
Medium,DOC-10149,Standard Operating Procedure - DOC-10149,SOP,Compliance,QRO-01,OWN-025,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,50,High Risk
Medium,DOC-10152,Non-Disclosure Agreement - DOC-10152,NDA,Operations,CHI-02,OWN-039,Active,DQ-009,Missing Version,Document version is missing.,Update the document version or revision number.,20,50,High Risk
Medium,DOC-10201,Non-Disclosure Agreement - DOC-10201,NDA,Quality,MTY-01,OWN-047,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,50,High Risk
Medium,DOC-10224,Non-Disclosure Agreement - DOC-10224,NDA,Engineering,CHI-01,,Draft,DQ-011,Draft Document Open Too Long,Draft document has remained open for more than 60 days.,"Approve, reject, complete, or cancel the draft document.",20,50,High Risk
Medium,DOC-10229,Non-Disclosure Agreement - DOC-10229,NDA,Compliance,CHI-02,OWN-050,Draft,DQ-011,Draft Document Open Too Long,Draft document has remained open for more than 60 days.,"Approve, reject, complete, or cancel the draft document.",20,50,High Risk
Medium,DOC-10250,Standard Operating Procedure - DOC-10250,SOP,Compliance,MTY-01,OWN-032,Draft,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,50,High Risk
Medium,DOC-10250,Standard Operating Procedure - DOC-10250,SOP,Compliance,MTY-01,OWN-032,Draft,DQ-011,Draft Document Open Too Long,Draft document has remained open for more than 60 days.,"Approve, reject, complete, or cancel the draft document.",20,50,High Risk
Medium,DOC-10256,Quality Inspection Record - DOC-10256,Quality Record,Engineering,CHI-02,OWN-046,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,50,High Risk
Medium,DOC-10266,Regulatory Compliance Document - DOC-10266,Compliance Document,Quality,CHI-01,OWN-044,Active,DQ-009,Missing Version,Document version is missing.,Update the document version or revision number.,20,50,High Risk
Medium,DOC-10281,Regulatory Compliance Document - DOC-10281,Compliance Document,Compliance,CHI-01,OWN-029,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,50,High Risk
Medium,DOC-10380,Quality Inspection Record - DOC-10380,Quality Record,Engineering,CHI-01,OWN-009,Active,DQ-009,Missing Version,Document version is missing.,Update the document version or revision number.,20,50,High Risk
Medium,DOC-10431,Operational Work Instruction - DOC-10431,Work Instruction,Program Management,CHI-01,OWN-001,Draft,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,50,High Risk
Medium,DOC-10431,Operational Work Instruction - DOC-10431,Work Instruction,Program Management,CHI-01,OWN-001,Draft,DQ-011,Draft Document Open Too Long,Draft document has remained open for more than 60 days.,"Approve, reject, complete, or cancel the draft document.",20,50,High Risk
Medium,DOC-10486,Operational Work Instruction - DOC-10486,Work Instruction,Engineering,CHI-01,OWN-008,Draft,DQ-009,Missing Version,Document version is missing.,Update the document version or revision number.,20,50,High Risk
Medium,DOC-10486,Operational Work Instruction - DOC-10486,Work Instruction,Engineering,CHI-01,OWN-008,Draft,DQ-011,Draft Document Open Too Long,Draft document has remained open for more than 60 days.,"Approve, reject, complete, or cancel the draft document.",20,50,High Risk
Medium,DOC-10565,Operational Work Instruction - DOC-10565,Work Instruction,Quality,CHI-02,OWN-019,Draft,DQ-011,Draft Document Open Too Long,Draft document has remained open for more than 60 days.,"Approve, reject, complete, or cancel the draft document.",20,50,High Risk
Medium,DOC-10580,Operational Work Instruction - DOC-10580,Work Instruction,Finance,MTY-01,OWN-029,Active,DQ-009,Missing Version,Document version is missing.,Update the document version or revision number.,20,50,High Risk
Medium,DOC-10605,Operational Work Instruction - DOC-10605,Work Instruction,Finance,CHI-01,OWN-035,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,50,High Risk
Medium,DOC-10724,Service Contract Agreement - DOC-10724,Contract,Operations,QRO-01,OWN-024,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,50,High Risk
Medium,DOC-10724,Service Contract Agreement - DOC-10724,Contract,Operations,QRO-01,OWN-024,Active,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,50,High Risk
Medium,DOC-10889,Quality Inspection Record - DOC-10889,Quality Record,Compliance,MTY-01,OWN-032,Active,DQ-007,Missing Next Review Date,Document does not have a scheduled next review date.,Define the next review date based on the document control policy.,20,50,High Risk
Medium,DOC-10889,Quality Inspection Record - DOC-10889,Quality Record,Compliance,MTY-01,OWN-032,Active,DQ-009,Missing Version,Document version is missing.,Update the document version or revision number.,20,50,High Risk
Medium,DOC-10917,Service Contract Agreement - DOC-10917,Contract,Engineering,ELP-01,OWN-030,Expired,DQ-010,Missing File Reference,Document does not have a file reference or SAP document link.,"Add the correct file path, SAP document reference, or document storage location.",20,50,High Risk
Medium,DOC-10004,Regulatory Compliance Document - DOC-10004,Compliance Document,Engineering,,OWN-039,Draft,DQ-011,Draft Document Open Too Long,Draft document has remained open for more than 60 days.,"Approve, reject, complete, or cancel the draft document.",20,55,High Risk
Medium,DOC-10006,Non-Disclosure Agreement - DOC-10006,NDA,Compliance,ELP-01,OWN-005,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10008,Service Contract Agreement - DOC-10008,Contract,Operations,ELP-01,OWN-033,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10019,Regulatory Compliance Document - DOC-10019,Compliance Document,Finance,CHI-02,OWN-031,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10033,Operational Work Instruction - DOC-10033,Work Instruction,Supply Chain,MTY-01,OWN-029,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10054,Regulatory Compliance Document - DOC-10054,Compliance Document,Program Management,MTY-01,OWN-032,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10071,Quality Inspection Record - DOC-10071,Quality Record,Finance,ELP-01,OWN-008,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10078,Regulatory Compliance Document - DOC-10078,Compliance Document,Engineering,QRO-01,OWN-037,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10082,Quality Inspection Record - DOC-10082,Quality Record,Operations,CHI-01,OWN-039,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10084,Standard Operating Procedure - DOC-10084,SOP,Program Management,ELP-01,OWN-009,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10085,Non-Disclosure Agreement - DOC-10085,NDA,Operations,CHI-01,OWN-021,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10092,Regulatory Compliance Document - DOC-10092,Compliance Document,Operations,ELP-01,OWN-034,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10094,Regulatory Compliance Document - DOC-10094,Compliance Document,Program Management,ELP-01,OWN-039,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10113,Standard Operating Procedure - DOC-10113,SOP,Operations,QRO-01,OWN-026,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10114,Operational Work Instruction - DOC-10114,Work Instruction,Quality,CHI-01,OWN-040,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10119,Service Contract Agreement - DOC-10119,Contract,Engineering,QRO-01,OWN-017,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10120,Quality Inspection Record - DOC-10120,Quality Record,Program Management,CHI-01,OWN-043,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10125,Operational Work Instruction - DOC-10125,Work Instruction,Supply Chain,ELP-01,OWN-033,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10142,Operational Work Instruction - DOC-10142,Work Instruction,Quality,MTY-01,OWN-009,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10143,Standard Operating Procedure - DOC-10143,SOP,Quality,MTY-01,OWN-042,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
Medium,DOC-10158,Standard Operating Procedure - DOC-10158,SOP,Engineering,ELP-01,OWN-016,Active,DQ-008,Review Overdue,Active document is overdue for review.,Complete the document review and update the review cycle.,15,60,Medium Risk
