document_id,document_title,document_type,business_area,plant,owner_id,status,approval_status,confidentiality_level,total_issues,critical_issues,high_issues,medium_issues,low_issues,total_penalty_points,data_quality_score,risk_category
DOC-10740,Non-Disclosure Agreement - DOC-10740,NDA,Supply Chain,CHI-02,OWN-036,Pending Approval,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10741,Non-Disclosure Agreement - DOC-10741,NDA,Program Management,CHI-02,OWN-004,Pending Approval,Pending,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10781,Service Contract Agreement - DOC-10781,Contract,Operations,QRO-01,OWN-020,Active,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10782,Regulatory Compliance Document - DOC-10782,Compliance Document,Supply Chain,QRO-01,OWN-028,Active,Approved,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10785,Service Contract Agreement - DOC-10785,Contract,Compliance,MTY-01,OWN-014,Expired,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10821,Operational Work Instruction - DOC-10821,Work Instruction,Supply Chain,CHI-02,OWN-029,Pending Approval,Rejected,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10826,Standard Operating Procedure - DOC-10826,SOP,Program Management,QRO-01,OWN-025,Obsolete,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10827,Standard Operating Procedure - DOC-10827,SOP,Supply Chain,CHI-01,OWN-040,Active,Pending,Public,1,1,0,0,0,30,70,Medium Risk
DOC-10831,Regulatory Compliance Document - DOC-10831,Compliance Document,Compliance,QRO-01,OWN-024,Pending Approval,Pending,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10850,Standard Operating Procedure - DOC-10850,SOP,Operations,CHI-01,OWN-021,Expired,Pending,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10864,Regulatory Compliance Document - DOC-10864,Compliance Document,Compliance,QRO-01,OWN-048,Active,Pending,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10871,Non-Disclosure Agreement - DOC-10871,NDA,Supply Chain,MTY-01,OWN-022,Obsolete,Missing,Restricted,1,1,0,0,0,30,70,Medium Risk
DOC-10883,Operational Work Instruction - DOC-10883,Work Instruction,Compliance,QRO-01,OWN-033,Expired,Pending,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10913,Operational Work Instruction - DOC-10913,Work Instruction,Quality,MTY-01,OWN-038,Active,Missing,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10921,Service Contract Agreement - DOC-10921,Contract,Quality,CHI-01,OWN-049,Active,Approved,Public,1,1,0,0,0,30,70,Medium Risk
DOC-10940,Operational Work Instruction - DOC-10940,Work Instruction,Quality,CHI-01,OWN-044,Active,Missing,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10962,Operational Work Instruction - DOC-10962,Work Instruction,Engineering,MTY-01,OWN-034,Obsolete,Missing,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10966,Regulatory Compliance Document - DOC-10966,Compliance Document,Compliance,ELP-01,OWN-018,Expired,Missing,Confidential,1,1,0,0,0,30,70,Medium Risk
DOC-10993,Service Contract Agreement - DOC-10993,Contract,Program Management,QRO-01,OWN-013,Active,Pending,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-11000,Standard Operating Procedure - DOC-11000,SOP,Supply Chain,CHI-01,OWN-045,Active,Missing,Internal,1,1,0,0,0,30,70,Medium Risk
DOC-10038,Non-Disclosure Agreement - DOC-10038,NDA,Engineering,CHI-02,,Draft,Pending,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10209,Operational Work Instruction - DOC-10209,Work Instruction,Program Management,CHI-02,OWN-040,Active,Approved,Public,2,0,1,1,0,30,70,Medium Risk
DOC-10214,Non-Disclosure Agreement - DOC-10214,NDA,Quality,MTY-01,,Active,Approved,Restricted,2,0,1,1,0,30,70,Medium Risk
DOC-10231,Quality Inspection Record - DOC-10231,Quality Record,Supply Chain,QRO-01,OWN-012,Draft,Approved,Public,2,0,1,1,0,30,70,Medium Risk
DOC-10245,Operational Work Instruction - DOC-10245,Work Instruction,Quality,CHI-02,OWN-037,Active,Approved,Confidential,2,0,1,1,0,30,70,Medium Risk
DOC-10259,Non-Disclosure Agreement - DOC-10259,NDA,Operations,CHI-01,OWN-002,Draft,Approved,Restricted,2,0,1,1,0,30,70,Medium Risk
DOC-10374,Regulatory Compliance Document - DOC-10374,Compliance Document,Operations,CHI-01,OWN-050,Active,Approved,Confidential,2,0,1,1,0,30,70,Medium Risk
DOC-10409,Regulatory Compliance Document - DOC-10409,Compliance Document,Finance,ELP-01,OWN-019,Active,Approved,Confidential,2,0,1,1,0,30,70,Medium Risk
DOC-10413,Service Contract Agreement - DOC-10413,Contract,Operations,MTY-01,,Active,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10424,Operational Work Instruction - DOC-10424,Work Instruction,Operations,CHI-01,OWN-026,Active,Approved,Restricted,2,0,1,1,0,30,70,Medium Risk
DOC-10488,Non-Disclosure Agreement - DOC-10488,NDA,Compliance,ELP-01,OWN-026,Active,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10530,Standard Operating Procedure - DOC-10530,SOP,Quality,ELP-01,OWN-002,Draft,Approved,Restricted,2,0,1,1,0,30,70,Medium Risk
DOC-10539,Operational Work Instruction - DOC-10539,Work Instruction,Finance,MTY-01,OWN-012,Draft,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10547,Quality Inspection Record - DOC-10547,Quality Record,Supply Chain,ELP-01,,Draft,Approved,Public,2,0,1,1,0,30,70,Medium Risk
DOC-10584,Standard Operating Procedure - DOC-10584,SOP,Engineering,QRO-01,OWN-036,Draft,Approved,Restricted,2,0,1,1,0,30,70,Medium Risk
DOC-10610,Operational Work Instruction - DOC-10610,Work Instruction,Engineering,CHI-01,OWN-030,Active,Approved,Confidential,2,0,1,1,0,30,70,Medium Risk
DOC-10640,Operational Work Instruction - DOC-10640,Work Instruction,Compliance,MTY-01,,Active,Approved,Confidential,2,0,1,1,0,30,70,Medium Risk
DOC-10670,Quality Inspection Record - DOC-10670,Quality Record,Finance,MTY-01,OWN-041,Active,Approved,Public,2,0,1,1,0,30,70,Medium Risk
DOC-10696,Standard Operating Procedure - DOC-10696,SOP,Finance,ELP-01,OWN-012,Active,Approved,Restricted,2,0,1,1,0,30,70,Medium Risk
DOC-10721,Quality Inspection Record - DOC-10721,Quality Record,Quality,QRO-01,OWN-050,Pending Approval,Approved,Confidential,2,0,1,1,0,30,70,Medium Risk
DOC-10727,Regulatory Compliance Document - DOC-10727,Compliance Document,Operations,CHI-02,,Draft,Approved,Restricted,2,0,1,1,0,30,70,Medium Risk
DOC-10749,Operational Work Instruction - DOC-10749,Work Instruction,Program Management,CHI-02,,Active,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10769,Operational Work Instruction - DOC-10769,Work Instruction,Program Management,CHI-02,OWN-030,Expired,Approved,Confidential,2,0,1,1,0,30,70,Medium Risk
DOC-10787,Quality Inspection Record - DOC-10787,Quality Record,Quality,MTY-01,OWN-002,Active,Approved,Restricted,2,0,1,1,0,30,70,Medium Risk
DOC-10789,Operational Work Instruction - DOC-10789,Work Instruction,Supply Chain,CHI-01,,Active,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10804,Non-Disclosure Agreement - DOC-10804,NDA,Operations,ELP-01,OWN-049,Expired,Approved,Public,2,0,1,1,0,30,70,Medium Risk
DOC-10805,Quality Inspection Record - DOC-10805,Quality Record,Supply Chain,ELP-01,OWN-023,Active,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10815,Regulatory Compliance Document - DOC-10815,Compliance Document,Supply Chain,CHI-02,OWN-027,Draft,Missing,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10820,Quality Inspection Record - DOC-10820,Quality Record,Engineering,MTY-01,OWN-031,Draft,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10876,Operational Work Instruction - DOC-10876,Work Instruction,Compliance,CHI-02,OWN-012,Active,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10877,Operational Work Instruction - DOC-10877,Work Instruction,Program Management,ELP-01,OWN-019,Draft,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10952,Operational Work Instruction - DOC-10952,Work Instruction,Quality,ELP-01,OWN-020,Draft,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10995,Quality Inspection Record - DOC-10995,Quality Record,Engineering,CHI-02,OWN-019,Pending Approval,Approved,Internal,2,0,1,1,0,30,70,Medium Risk
DOC-10191,Operational Work Instruction - DOC-10191,Work Instruction,Quality,,OWN-037,Expired,Approved,Confidential,2,0,1,0,1,25,75,Low Risk
DOC-10321,Service Contract Agreement - DOC-10321,Contract,Supply Chain,,OWN-039,Expired,Approved,Internal,2,0,1,0,1,25,75,Low Risk
DOC-10489,Operational Work Instruction - DOC-10489,Work Instruction,Quality,,OWN-019,Active,Approved,Internal,2,0,1,0,1,25,75,Low Risk
DOC-10642,Regulatory Compliance Document - DOC-10642,Compliance Document,,CHI-01,OWN-002,Pending Approval,Approved,Internal,2,0,1,0,1,25,75,Low Risk
DOC-10828,Operational Work Instruction - DOC-10828,Work Instruction,Finance,,OWN-012,Pending Approval,Pending,Internal,2,0,1,0,1,25,75,Low Risk
DOC-10523,Quality Inspection Record - DOC-10523,Quality Record,,ELP-01,OWN-013,Draft,Approved,Internal,3,0,0,2,1,25,75,Low Risk
DOC-10001,Non-Disclosure Agreement - DOC-10001,NDA,Operations,CHI-01,OWN-027,Active,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10005,Service Contract Agreement - DOC-10005,Contract,Finance,QRO-01,OWN-043,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10031,Non-Disclosure Agreement - DOC-10031,NDA,Program Management,MTY-01,OWN-043,Obsolete,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10062,Service Contract Agreement - DOC-10062,Contract,Compliance,CHI-01,OWN-017,Expired,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10063,Standard Operating Procedure - DOC-10063,SOP,Engineering,QRO-01,OWN-019,Obsolete,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10067,Non-Disclosure Agreement - DOC-10067,NDA,Compliance,CHI-02,OWN-009,Active,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10068,Operational Work Instruction - DOC-10068,Work Instruction,Compliance,ELP-01,,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10093,Regulatory Compliance Document - DOC-10093,Compliance Document,Supply Chain,QRO-01,OWN-044,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10111,Standard Operating Procedure - DOC-10111,SOP,Program Management,QRO-01,OWN-024,Expired,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10132,Quality Inspection Record - DOC-10132,Quality Record,Operations,CHI-01,OWN-027,Pending Approval,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10138,Operational Work Instruction - DOC-10138,Work Instruction,Finance,CHI-01,,Expired,Approved,Public,1,0,1,0,0,20,80,Low Risk
DOC-10147,Regulatory Compliance Document - DOC-10147,Compliance Document,Compliance,ELP-01,,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10173,Service Contract Agreement - DOC-10173,Contract,Program Management,MTY-01,OWN-002,Active,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10198,Regulatory Compliance Document - DOC-10198,Compliance Document,Finance,QRO-01,,Expired,Pending,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10206,Standard Operating Procedure - DOC-10206,SOP,Operations,MTY-01,,Obsolete,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10213,Standard Operating Procedure - DOC-10213,SOP,Supply Chain,CHI-01,OWN-050,Active,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10221,Service Contract Agreement - DOC-10221,Contract,Engineering,MTY-01,OWN-030,Obsolete,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10226,Operational Work Instruction - DOC-10226,Work Instruction,Finance,CHI-02,OWN-018,Active,Approved,Restricted,1,0,1,0,0,20,80,Low Risk
DOC-10234,Regulatory Compliance Document - DOC-10234,Compliance Document,Compliance,QRO-01,OWN-025,Pending Approval,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10262,Operational Work Instruction - DOC-10262,Work Instruction,Supply Chain,MTY-01,OWN-030,Obsolete,Rejected,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10268,Standard Operating Procedure - DOC-10268,SOP,Finance,QRO-01,OWN-002,Pending Approval,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10273,Non-Disclosure Agreement - DOC-10273,NDA,Quality,MTY-01,,Expired,Pending,Public,1,0,1,0,0,20,80,Low Risk
DOC-10292,Service Contract Agreement - DOC-10292,Contract,Program Management,ELP-01,OWN-019,Obsolete,Approved,Public,1,0,1,0,0,20,80,Low Risk
DOC-10296,Non-Disclosure Agreement - DOC-10296,NDA,Supply Chain,ELP-01,,Obsolete,Pending,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10327,Operational Work Instruction - DOC-10327,Work Instruction,Operations,CHI-02,OWN-037,Active,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10342,Operational Work Instruction - DOC-10342,Work Instruction,Program Management,CHI-02,OWN-012,Active,Approved,Restricted,1,0,1,0,0,20,80,Low Risk
DOC-10345,Standard Operating Procedure - DOC-10345,SOP,Finance,QRO-01,OWN-027,Active,Approved,Restricted,1,0,1,0,0,20,80,Low Risk
DOC-10351,Operational Work Instruction - DOC-10351,Work Instruction,Engineering,QRO-01,OWN-043,Expired,Approved,Restricted,1,0,1,0,0,20,80,Low Risk
DOC-10372,Quality Inspection Record - DOC-10372,Quality Record,Quality,CHI-02,OWN-050,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10376,Quality Inspection Record - DOC-10376,Quality Record,Quality,ELP-01,OWN-030,Active,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10391,Standard Operating Procedure - DOC-10391,SOP,Compliance,QRO-01,OWN-042,Pending Approval,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10397,Quality Inspection Record - DOC-10397,Quality Record,Operations,MTY-01,OWN-039,Obsolete,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10410,Service Contract Agreement - DOC-10410,Contract,Supply Chain,CHI-01,OWN-012,Expired,Rejected,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10412,Standard Operating Procedure - DOC-10412,SOP,Finance,CHI-01,OWN-050,Obsolete,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10438,Operational Work Instruction - DOC-10438,Work Instruction,Engineering,CHI-01,OWN-019,Active,Approved,Public,1,0,1,0,0,20,80,Low Risk
DOC-10463,Quality Inspection Record - DOC-10463,Quality Record,Program Management,QRO-01,,Pending Approval,Approved,Restricted,1,0,1,0,0,20,80,Low Risk
DOC-10470,Non-Disclosure Agreement - DOC-10470,NDA,Operations,QRO-01,OWN-030,Active,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10474,Regulatory Compliance Document - DOC-10474,Compliance Document,Engineering,MTY-01,OWN-041,Active,Approved,Restricted,1,0,1,0,0,20,80,Low Risk
DOC-10493,Non-Disclosure Agreement - DOC-10493,NDA,Finance,ELP-01,OWN-042,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10502,Non-Disclosure Agreement - DOC-10502,NDA,Engineering,CHI-02,OWN-023,Obsolete,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10512,Regulatory Compliance Document - DOC-10512,Compliance Document,Operations,ELP-01,OWN-035,Active,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10546,Regulatory Compliance Document - DOC-10546,Compliance Document,Program Management,ELP-01,OWN-023,Expired,Approved,Restricted,1,0,1,0,0,20,80,Low Risk
DOC-10555,Non-Disclosure Agreement - DOC-10555,NDA,Engineering,QRO-01,OWN-027,Expired,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10556,Non-Disclosure Agreement - DOC-10556,NDA,Finance,MTY-01,OWN-012,Obsolete,Pending,Public,1,0,1,0,0,20,80,Low Risk
DOC-10575,Quality Inspection Record - DOC-10575,Quality Record,Operations,CHI-02,OWN-050,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10588,Service Contract Agreement - DOC-10588,Contract,Program Management,QRO-01,OWN-002,Obsolete,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10614,Non-Disclosure Agreement - DOC-10614,NDA,Compliance,MTY-01,OWN-013,Active,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10619,Operational Work Instruction - DOC-10619,Work Instruction,Operations,CHI-01,OWN-016,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10630,Operational Work Instruction - DOC-10630,Work Instruction,Operations,ELP-01,OWN-002,Obsolete,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10633,Non-Disclosure Agreement - DOC-10633,NDA,Quality,ELP-01,OWN-002,Active,Approved,Public,1,0,1,0,0,20,80,Low Risk
DOC-10683,Operational Work Instruction - DOC-10683,Work Instruction,Compliance,ELP-01,,Pending Approval,Missing,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10705,Non-Disclosure Agreement - DOC-10705,NDA,Operations,ELP-01,OWN-030,Pending Approval,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10710,Non-Disclosure Agreement - DOC-10710,NDA,Compliance,CHI-01,OWN-050,Obsolete,Approved,Public,1,0,1,0,0,20,80,Low Risk
DOC-10751,Regulatory Compliance Document - DOC-10751,Compliance Document,Finance,MTY-01,OWN-050,Active,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10774,Non-Disclosure Agreement - DOC-10774,NDA,Finance,CHI-02,OWN-050,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10847,Quality Inspection Record - DOC-10847,Quality Record,Program Management,CHI-01,,Obsolete,Pending,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10848,Non-Disclosure Agreement - DOC-10848,NDA,Compliance,CHI-02,OWN-047,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10851,Operational Work Instruction - DOC-10851,Work Instruction,Engineering,CHI-01,OWN-027,Active,Approved,Restricted,1,0,1,0,0,20,80,Low Risk
DOC-10870,Quality Inspection Record - DOC-10870,Quality Record,Supply Chain,ELP-01,OWN-028,Active,Approved,Public,1,0,1,0,0,20,80,Low Risk
DOC-10881,Service Contract Agreement - DOC-10881,Contract,Program Management,CHI-01,,Pending Approval,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10888,Operational Work Instruction - DOC-10888,Work Instruction,Engineering,QRO-01,OWN-050,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10898,Service Contract Agreement - DOC-10898,Contract,Program Management,MTY-01,,Pending Approval,Rejected,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10912,Service Contract Agreement - DOC-10912,Contract,Finance,CHI-02,OWN-050,Active,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10920,Operational Work Instruction - DOC-10920,Work Instruction,Finance,CHI-02,OWN-035,Obsolete,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10927,Regulatory Compliance Document - DOC-10927,Compliance Document,Engineering,ELP-01,OWN-035,Active,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10941,Quality Inspection Record - DOC-10941,Quality Record,Engineering,CHI-01,OWN-002,Active,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10958,Regulatory Compliance Document - DOC-10958,Compliance Document,Engineering,ELP-01,OWN-018,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10971,Non-Disclosure Agreement - DOC-10971,NDA,Finance,CHI-01,OWN-019,Expired,Approved,Confidential,1,0,1,0,0,20,80,Low Risk
DOC-10982,Regulatory Compliance Document - DOC-10982,Compliance Document,Supply Chain,CHI-02,OWN-012,Expired,Approved,Internal,1,0,1,0,0,20,80,Low Risk
DOC-10174,Non-Disclosure Agreement - DOC-10174,NDA,Engineering,MTY-01,OWN-034,Draft,Approved,Internal,2,0,0,2,0,20,80,Low Risk
DOC-10251,Standard Operating Procedure - DOC-10251,SOP,Program Management,CHI-01,OWN-029,Active,Approved,Confidential,2,0,0,2,0,20,80,Low Risk
DOC-10317,Quality Inspection Record - DOC-10317,Quality Record,Compliance,CHI-01,OWN-042,Active,Approved,Internal,2,0,0,2,0,20,80,Low Risk
DOC-10398,Non-Disclosure Agreement - DOC-10398,NDA,Operations,MTY-01,OWN-036,Draft,Approved,Confidential,2,0,0,2,0,20,80,Low Risk
DOC-10706,Non-Disclosure Agreement - DOC-10706,NDA,Engineering,CHI-02,OWN-010,Active,Approved,Restricted,2,0,0,2,0,20,80,Low Risk
DOC-10746,Operational Work Instruction - DOC-10746,Work Instruction,Finance,ELP-01,OWN-042,Active,Approved,Internal,2,0,0,2,0,20,80,Low Risk
DOC-10875,Standard Operating Procedure - DOC-10875,SOP,Supply Chain,ELP-01,OWN-026,Draft,Approved,Internal,2,0,0,2,0,20,80,Low Risk
DOC-10991,Standard Operating Procedure - DOC-10991,SOP,Supply Chain,QRO-01,OWN-022,Draft,Pending,Internal,2,0,0,2,0,20,80,Low Risk
DOC-10026,Regulatory Compliance Document - DOC-10026,Compliance Document,,MTY-01,OWN-026,Active,Approved,Confidential,2,0,0,1,1,15,85,Low Risk
DOC-10123,Standard Operating Procedure - DOC-10123,SOP,Operations,,OWN-033,Draft,Approved,Internal,2,0,0,1,1,15,85,Low Risk
DOC-10290,Regulatory Compliance Document - DOC-10290,Compliance Document,,CHI-02,OWN-007,Active,Approved,Internal,2,0,0,1,1,15,85,Low Risk
DOC-10308,Non-Disclosure Agreement - DOC-10308,NDA,Program Management,,OWN-043,Pending Approval,Approved,Confidential,2,0,0,1,1,15,85,Low Risk
DOC-10341,Quality Inspection Record - DOC-10341,Quality Record,,MTY-01,OWN-017,Active,Approved,Internal,2,0,0,1,1,15,85,Low Risk
DOC-10375,Regulatory Compliance Document - DOC-10375,Compliance Document,,ELP-01,OWN-020,Draft,Approved,Restricted,2,0,0,1,1,15,85,Low Risk
DOC-10401,Operational Work Instruction - DOC-10401,Work Instruction,,MTY-01,OWN-047,Active,Approved,Internal,2,0,0,1,1,15,85,Low Risk
DOC-10566,Quality Inspection Record - DOC-10566,Quality Record,,CHI-02,OWN-036,Active,Approved,Public,2,0,0,1,1,15,85,Low Risk
DOC-10698,Quality Inspection Record - DOC-10698,Quality Record,,ELP-01,OWN-001,Expired,Approved,Confidential,2,0,0,1,1,15,85,Low Risk
DOC-10316,Standard Operating Procedure - DOC-10316,SOP,,,OWN-034,Expired,Approved,Confidential,2,0,0,0,2,10,90,Healthy
DOC-10003,Non-Disclosure Agreement - DOC-10003,NDA,Finance,CHI-01,OWN-034,Obsolete,Approved,Restricted,1,0,0,1,0,10,90,Healthy
DOC-10017,Regulatory Compliance Document - DOC-10017,Compliance Document,Finance,ELP-01,OWN-036,Draft,Pending,Internal,1,0,0,1,0,10,90,Healthy
DOC-10025,Standard Operating Procedure - DOC-10025,SOP,Engineering,MTY-01,OWN-015,Active,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10030,Quality Inspection Record - DOC-10030,Quality Record,Program Management,QRO-01,OWN-046,Active,Approved,Confidential,1,0,0,1,0,10,90,Healthy
DOC-10035,Regulatory Compliance Document - DOC-10035,Compliance Document,Operations,CHI-02,OWN-046,Active,Approved,Confidential,1,0,0,1,0,10,90,Healthy
DOC-10039,Regulatory Compliance Document - DOC-10039,Compliance Document,Supply Chain,CHI-01,OWN-031,Draft,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10045,Regulatory Compliance Document - DOC-10045,Compliance Document,Supply Chain,CHI-01,OWN-006,Active,Approved,Restricted,1,0,0,1,0,10,90,Healthy
DOC-10046,Service Contract Agreement - DOC-10046,Contract,Finance,MTY-01,OWN-049,Pending Approval,Pending,Internal,1,0,0,1,0,10,90,Healthy
DOC-10047,Regulatory Compliance Document - DOC-10047,Compliance Document,Engineering,MTY-01,OWN-021,Draft,Approved,Restricted,1,0,0,1,0,10,90,Healthy
DOC-10057,Regulatory Compliance Document - DOC-10057,Compliance Document,Supply Chain,CHI-01,OWN-049,Expired,Approved,Restricted,1,0,0,1,0,10,90,Healthy
DOC-10058,Standard Operating Procedure - DOC-10058,SOP,Supply Chain,QRO-01,OWN-016,Obsolete,Approved,Confidential,1,0,0,1,0,10,90,Healthy
DOC-10066,Non-Disclosure Agreement - DOC-10066,NDA,Quality,CHI-01,OWN-005,Expired,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10077,Non-Disclosure Agreement - DOC-10077,NDA,Program Management,MTY-01,OWN-036,Active,Approved,Confidential,1,0,0,1,0,10,90,Healthy
DOC-10121,Non-Disclosure Agreement - DOC-10121,NDA,Engineering,MTY-01,OWN-040,Draft,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10122,Service Contract Agreement - DOC-10122,Contract,Finance,CHI-02,OWN-004,Draft,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10126,Operational Work Instruction - DOC-10126,Work Instruction,Supply Chain,MTY-01,OWN-028,Active,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10131,Quality Inspection Record - DOC-10131,Quality Record,Quality,CHI-01,OWN-034,Active,Approved,Confidential,1,0,0,1,0,10,90,Healthy
DOC-10140,Non-Disclosure Agreement - DOC-10140,NDA,Quality,CHI-01,OWN-034,Draft,Approved,Restricted,1,0,0,1,0,10,90,Healthy
DOC-10157,Regulatory Compliance Document - DOC-10157,Compliance Document,Operations,CHI-02,OWN-003,Draft,Rejected,Internal,1,0,0,1,0,10,90,Healthy
DOC-10172,Operational Work Instruction - DOC-10172,Work Instruction,Quality,CHI-01,OWN-006,Draft,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10177,Regulatory Compliance Document - DOC-10177,Compliance Document,Operations,ELP-01,OWN-048,Active,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10190,Standard Operating Procedure - DOC-10190,SOP,Compliance,MTY-01,OWN-001,Active,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10192,Standard Operating Procedure - DOC-10192,SOP,Program Management,CHI-01,OWN-008,Draft,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10202,Non-Disclosure Agreement - DOC-10202,NDA,Supply Chain,CHI-02,OWN-001,Active,Approved,Confidential,1,0,0,1,0,10,90,Healthy
DOC-10204,Non-Disclosure Agreement - DOC-10204,NDA,Supply Chain,CHI-02,OWN-048,Expired,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10208,Operational Work Instruction - DOC-10208,Work Instruction,Compliance,QRO-01,OWN-017,Pending Approval,Approved,Restricted,1,0,0,1,0,10,90,Healthy
DOC-10219,Quality Inspection Record - DOC-10219,Quality Record,Supply Chain,MTY-01,OWN-033,Draft,Approved,Confidential,1,0,0,1,0,10,90,Healthy
DOC-10222,Standard Operating Procedure - DOC-10222,SOP,Compliance,CHI-02,OWN-045,Draft,Approved,Internal,1,0,0,1,0,10,90,Healthy
DOC-10227,Regulatory Compliance Document - DOC-10227,Compliance Document,Program Management,QRO-01,OWN-018,Active,Approved,Internal,1,0,0,1,0,10,90,Healthy
