document_id,document_type,document_title,business_area,plant,owner_id,status,version,effective_date,expiration_date,last_review_date,next_review_date,approval_status,confidentiality_level,file_reference,created_date,updated_date
DOC-10742,NDA,Non-Disclosure Agreement - DOC-10742,Compliance,QRO-01,OWN-037,Active,v2.7,2024-01-13,2025-03-18,2024-03-22,2024-09-21,Pending,Internal,SAP/DOCS/DOC-10742.pdf,2024-01-07,2024-05-30
DOC-10743,Compliance Document,Regulatory Compliance Document - DOC-10743,Program Management,CHI-02,OWN-045,Pending Approval,v1.0,2025-12-07,2027-05-16,2026-08-21,2027-08-01,Approved,Internal,SAP/DOCS/DOC-10743.pdf,2025-11-10,2027-07-22
DOC-10744,Quality Record,Quality Inspection Record - DOC-10744,Operations,CHI-02,OWN-046,Active,v5.4,2025-07-10,2027-12-03,2026-03-29,2027-02-13,Pending,Restricted,SAP/DOCS/DOC-10744.pdf,2025-06-12,2026-01-31
DOC-10745,SOP,Standard Operating Procedure - DOC-10745,Program Management,,OWN-040,Active,v5.9,2026-03-21,2025-08-31,2026-08-06,2027-05-15,Approved,Internal,SAP/DOCS/DOC-10745.pdf,2026-02-24,2026-05-15
DOC-10746,Work Instruction,Operational Work Instruction - DOC-10746,Finance,ELP-01,OWN-042,Active,,2025-07-25,2026-07-08,2025-09-20,2026-06-22,Approved,Internal,SAP/DOCS/DOC-10746.pdf,2025-06-30,2026-07-07
DOC-10747,NDA,Non-Disclosure Agreement - DOC-10747,Compliance,CHI-01,OWN-039,Active,v2.8,2024-03-26,2025-01-09,2024-05-28,2025-01-17,Approved,Restricted,SAP/DOCS/DOC-10747.pdf,2024-02-20,2024-09-14
DOC-10748,Contract,Service Contract Agreement - DOC-10748,Program Management,ELP-01,OWN-003,Active,v3.0,2026-07-10,2027-02-20,2027-05-24,2028-03-22,Approved,Public,SAP/DOCS/DOC-10748.pdf,2026-06-03,2027-06-04
DOC-10749,Work Instruction,Operational Work Instruction - DOC-10749,Program Management,CHI-02,,Active,v5.1,2025-01-22,2026-07-20,2025-04-28,2026-04-22,Approved,Internal,SAP/DOCS/DOC-10749.pdf,2024-12-27,2026-05-26
DOC-10750,NDA,Non-Disclosure Agreement - DOC-10750,Program Management,CHI-02,OWN-011,Expired,v1.3,2025-06-14,2027-08-03,2025-08-02,2026-04-13,Approved,Internal,SAP/DOCS/DOC-10750.pdf,2025-05-14,2025-12-21
DOC-10751,Compliance Document,Regulatory Compliance Document - DOC-10751,Finance,MTY-01,OWN-050,Active,v3.4,2026-02-17,2028-04-30,2027-02-15,2027-12-25,Approved,Confidential,SAP/DOCS/DOC-10751.pdf,2026-01-14,2027-01-18
DOC-10752,NDA,Non-Disclosure Agreement - DOC-10752,Quality,ELP-01,OWN-005,Draft,v4.1,2025-06-10,2026-07-08,2026-05-18,2027-04-18,Missing,Confidential,SAP/DOCS/DOC-10752.pdf,2025-05-25,2025-06-10
DOC-10753,Quality Record,Quality Inspection Record - DOC-10753,Engineering,CHI-01,OWN-011,Active,v3.9,2023-10-20,2024-07-22,2024-07-08,2025-03-25,Missing,Internal,SAP/DOCS/DOC-10753.pdf,2023-09-18,2024-09-25
DOC-10754,NDA,Non-Disclosure Agreement - DOC-10754,Engineering,ELP-01,OWN-042,Active,v5.7,2025-11-08,2027-09-03,2026-04-18,2027-02-05,Missing,Restricted,SAP/DOCS/DOC-10754.pdf,2025-10-22,2025-12-02
DOC-10755,Work Instruction,Operational Work Instruction - DOC-10755,Compliance,CHI-01,OWN-021,Active,v5.7,2024-01-11,2025-07-19,2024-10-29,2025-10-03,Approved,Confidential,SAP/DOCS/DOC-10755.pdf,2023-12-13,2024-09-08
DOC-10756,Quality Record,Quality Inspection Record - DOC-10756,Program Management,CHI-01,OWN-010,Active,v2.9,2023-08-03,2026-01-15,2024-06-15,2024-12-14,Missing,Restricted,SAP/DOCS/DOC-10756.pdf,2023-07-18,2024-08-30
DOC-10757,Contract,Service Contract Agreement - DOC-10757,Quality,CHI-01,OWN-030,Active,v4.1,2025-12-07,2025-11-07,2026-07-03,2027-04-28,Approved,Restricted,SAP/DOCS/DOC-10757.pdf,2025-10-25,2026-01-21
DOC-10758,Work Instruction,Operational Work Instruction - DOC-10758,,CHI-01,OWN-022,Obsolete,v4.1,2024-05-31,2025-10-29,2024-08-02,2025-04-20,Missing,Internal,SAP/DOCS/DOC-10758.pdf,2024-05-05,2025-02-15
DOC-10759,Quality Record,Quality Inspection Record - DOC-10759,Program Management,MTY-01,OWN-037,Active,v4.0,2025-11-20,2028-03-04,2026-04-08,2025-10-25,Approved,Confidential,SAP/DOCS/DOC-10759.pdf,2025-11-10,2026-11-16
DOC-10760,Work Instruction,Operational Work Instruction - DOC-10760,Supply Chain,ELP-01,OWN-017,Draft,v1.4,2024-06-01,2026-10-29,2025-02-02,2025-10-09,Approved,Public,SAP/DOCS/DOC-10760.pdf,2025-03-04,2025-07-19
DOC-10761,Compliance Document,Regulatory Compliance Document - DOC-10761,Quality,ELP-01,OWN-004,Active,v3.4,2025-09-02,2026-10-06,2026-02-11,2026-09-26,Approved,Restricted,SAP/DOCS/DOC-10761.pdf,2025-07-30,2026-01-15
DOC-10762,Work Instruction,Operational Work Instruction - DOC-10762,Supply Chain,QRO-01,OWN-045,Active,v5.9,2026-05-08,2027-04-17,2027-01-16,2027-10-13,Approved,Confidential,SAP/DOCS/DOC-10762.pdf,2026-03-24,2026-10-14
DOC-10763,Quality Record,Quality Inspection Record - DOC-10763,,CHI-01,OWN-032,Active,v4.4,2025-01-01,2025-12-01,2025-09-22,2026-04-27,Missing,Internal,SAP/DOCS/DOC-10763.pdf,2024-12-31,2026-06-18
DOC-10764,Work Instruction,Operational Work Instruction - DOC-10764,Program Management,CHI-02,OWN-007,Active,v2.6,2024-01-16,2023-12-17,2025-01-07,2025-12-01,Missing,Restricted,SAP/DOCS/DOC-10764.pdf,2023-12-06,2025-06-18
DOC-10765,Quality Record,Quality Inspection Record - DOC-10765,Compliance,MTY-01,OWN-024,Active,v3.8,2025-03-19,2026-03-29,2026-02-07,2026-08-09,Pending,Public,SAP/DOCS/DOC-10765.pdf,2025-03-05,2025-07-11
DOC-10766,Compliance Document,Regulatory Compliance Document - DOC-10766,Operations,ELP-01,OWN-028,Pending Approval,v1.2,2025-08-14,2027-02-05,2026-03-12,2027-01-24,Approved,Confidential,SAP/DOCS/DOC-10766.pdf,2025-07-18,2026-10-31
DOC-10767,Contract,Service Contract Agreement - DOC-10767,Supply Chain,,OWN-043,Expired,v3.9,2024-03-26,2025-12-12,2024-11-06,2025-07-16,Approved,Internal,SAP/DOCS/DOC-10767.pdf,2024-02-20,2024-06-01
DOC-10768,NDA,Non-Disclosure Agreement - DOC-10768,,CHI-02,OWN-007,Expired,v1.4,2025-07-20,2027-06-08,2026-07-04,2027-05-19,Approved,Internal,,2025-07-13,2026-09-17
DOC-10769,Work Instruction,Operational Work Instruction - DOC-10769,Program Management,CHI-02,OWN-030,Expired,v4.0,2023-11-26,2025-09-16,2024-02-27,2024-11-22,Approved,Confidential,,2023-11-13,2024-12-01
DOC-10770,Quality Record,Quality Inspection Record - DOC-10770,Engineering,ELP-01,OWN-027,Active,v3.8,2024-10-05,2026-06-01,2025-03-07,2025-09-04,Approved,Public,SAP/DOCS/DOC-10770.pdf,2024-09-15,2026-05-23
DOC-10771,Contract,Service Contract Agreement - DOC-10771,Compliance,MTY-01,OWN-040,Pending Approval,v5.6,2025-09-05,2027-09-24,2026-04-23,2026-12-08,Approved,Confidential,SAP/DOCS/DOC-10771.pdf,2025-08-20,2025-12-30
DOC-10772,Compliance Document,Regulatory Compliance Document - DOC-10772,Program Management,ELP-01,OWN-007,Active,v1.9,2025-02-06,2026-01-14,2025-10-17,2026-06-13,Pending,Internal,SAP/DOCS/DOC-10772.pdf,2025-01-03,2026-02-09
DOC-10773,Quality Record,Quality Inspection Record - DOC-10773,Compliance,QRO-01,OWN-028,Draft,v2.0,2025-01-26,2025-10-28,2025-04-13,2025-10-16,Approved,Confidential,SAP/DOCS/DOC-10773.pdf,2025-03-04,2026-10-07
DOC-10774,NDA,Non-Disclosure Agreement - DOC-10774,Finance,CHI-02,OWN-050,Expired,v2.4,2023-05-23,2025-02-25,2024-05-11,2025-04-17,Approved,Internal,SAP/DOCS/DOC-10774.pdf,2023-05-14,2023-11-29
DOC-10775,Compliance Document,Regulatory Compliance Document - DOC-10775,Operations,QRO-01,OWN-006,Obsolete,v5.1,2025-05-23,2027-09-25,2025-07-18,,Missing,Confidential,SAP/DOCS/DOC-10775.pdf,2025-05-06,2025-08-28
DOC-10776,NDA,Non-Disclosure Agreement - DOC-10776,Operations,CHI-01,OWN-032,Active,v2.6,2024-11-08,2025-11-07,2025-01-24,2025-08-11,Pending,Restricted,SAP/DOCS/DOC-10776.pdf,2024-10-22,2025-02-03
DOC-10777,Work Instruction,Operational Work Instruction - DOC-10777,Supply Chain,CHI-02,OWN-021,Active,v2.2,2023-09-10,2026-02-09,2024-05-11,2025-10-25,Approved,Internal,SAP/DOCS/DOC-10777.pdf,2023-08-27,2024-06-28
DOC-10778,Compliance Document,Regulatory Compliance Document - DOC-10778,Quality,QRO-01,OWN-040,Expired,v5.4,2023-06-04,2024-11-16,2023-12-28,2024-10-26,Approved,Public,SAP/DOCS/DOC-10778.pdf,2023-05-27,2023-09-29
DOC-10779,NDA,Non-Disclosure Agreement - DOC-10779,Compliance,CHI-02,OWN-008,Active,v2.3,2026-03-21,2027-02-20,2026-08-08,2025-10-25,Missing,Restricted,SAP/DOCS/DOC-10779.pdf,2026-02-16,2026-05-13
DOC-10780,SOP,Standard Operating Procedure - DOC-10780,Quality,ELP-01,OWN-019,Active,v4.8,2024-05-11,2025-10-29,2025-03-19,2026-02-28,Approved,Confidential,SAP/DOCS/DOC-10780.pdf,2024-05-05,2025-06-19
DOC-10781,Contract,Service Contract Agreement - DOC-10781,Operations,QRO-01,OWN-020,Active,v4.6,2024-11-14,2025-08-26,2025-10-08,2026-09-03,Approved,Internal,SAP/DOCS/DOC-10781.pdf,2024-10-19,2026-01-19
DOC-10782,Compliance Document,Regulatory Compliance Document - DOC-10782,Supply Chain,QRO-01,OWN-028,Active,v1.7,2025-02-13,2025-11-30,2026-01-19,2026-10-24,Approved,Internal,SAP/DOCS/DOC-10782.pdf,2025-01-04,2025-06-25
DOC-10783,SOP,Standard Operating Procedure - DOC-10783,Engineering,CHI-02,OWN-026,Expired,v3.6,2024-12-23,2027-04-12,2025-10-20,2026-07-17,Approved,Internal,SAP/DOCS/DOC-10783.pdf,2024-11-14,2025-05-24
DOC-10784,NDA,Non-Disclosure Agreement - DOC-10784,Finance,ELP-01,OWN-001,Active,v3.3,2025-05-17,2026-04-10,2025-11-23,2026-06-22,Approved,Public,SAP/DOCS/DOC-10784.pdf,2025-04-23,2026-08-13
DOC-10785,Contract,Service Contract Agreement - DOC-10785,Compliance,MTY-01,OWN-014,Expired,v5.1,2025-06-09,2027-08-14,2025-10-25,2026-09-04,Missing,Restricted,SAP/DOCS/DOC-10785.pdf,2025-05-21,2026-12-30
DOC-10786,Compliance Document,Regulatory Compliance Document - DOC-10786,Operations,CHI-02,OWN-032,Obsolete,v4.1,2025-01-23,2026-02-09,2025-06-02,2025-12-11,Approved,Restricted,SAP/DOCS/DOC-10786.pdf,2025-01-02,2025-05-10
DOC-10787,Quality Record,Quality Inspection Record - DOC-10787,Quality,MTY-01,OWN-002,Active,v1.7,2025-06-01,2027-07-11,2025-07-11,2025-10-25,Approved,Restricted,SAP/DOCS/DOC-10787.pdf,2025-05-16,2026-03-04
DOC-10788,NDA,Non-Disclosure Agreement - DOC-10788,Engineering,ELP-01,OWN-005,Draft,v4.4,2026-03-11,2027-08-18,2027-03-06,2027-09-06,Approved,Confidential,SAP/DOCS/DOC-10788.pdf,2026-03-08,2026-12-15
DOC-10789,Work Instruction,Operational Work Instruction - DOC-10789,Supply Chain,CHI-01,,Active,v1.5,2025-01-25,2027-04-12,2025-03-20,2025-12-25,Approved,Internal,SAP/DOCS/DOC-10789.pdf,2024-12-24,2026-09-18
DOC-10790,Contract,Service Contract Agreement - DOC-10790,Supply Chain,CHI-01,OWN-047,Active,v2.5,2023-04-23,2024-02-04,2023-11-04,2024-10-25,Approved,Internal,SAP/DOCS/DOC-10790.pdf,2023-04-14,2024-10-16
DOC-10791,SOP,Standard Operating Procedure - DOC-10791,Quality,QRO-01,OWN-017,Draft,v4.4,2023-06-28,2024-02-12,2023-12-30,2024-07-16,Missing,Restricted,SAP/DOCS/DOC-10791.pdf,2023-06-20,2023-12-12
DOC-10792,Work Instruction,Operational Work Instruction - DOC-10792,Compliance,MTY-01,OWN-029,Active,v2.9,2025-01-15,2027-03-04,2025-09-13,2026-08-22,Approved,Internal,SAP/DOCS/DOC-10792.pdf,2025-01-05,2026-05-10
DOC-10793,SOP,Standard Operating Procedure - DOC-10793,Supply Chain,MTY-01,OWN-046,Active,v2.3,2025-12-21,2026-09-21,2026-06-04,2027-02-14,Approved,Confidential,SAP/DOCS/DOC-10793.pdf,2025-12-06,2026-02-24
DOC-10794,NDA,Non-Disclosure Agreement - DOC-10794,Program Management,ELP-01,OWN-007,Active,v5.8,2024-07-08,2026-02-02,2024-11-11,2025-09-11,Approved,Confidential,SAP/DOCS/DOC-10794.pdf,2024-06-08,2025-04-25
DOC-10795,Compliance Document,Regulatory Compliance Document - DOC-10795,Program Management,MTY-01,OWN-024,Active,v5.8,2024-03-06,2024-12-19,2024-06-10,2025-02-01,Approved,Internal,SAP/DOCS/DOC-10795.pdf,2024-02-02,2024-08-28
DOC-10796,Contract,Service Contract Agreement - DOC-10796,Supply Chain,MTY-01,OWN-042,Active,v1.1,2025-08-17,2028-01-16,2026-02-20,2027-01-13,Approved,Internal,SAP/DOCS/DOC-10796.pdf,2025-08-06,2026-04-10
DOC-10797,Contract,Service Contract Agreement - DOC-10797,Quality,MTY-01,OWN-017,Active,,2026-01-05,2027-12-29,2026-09-23,2027-06-20,Approved,Confidential,SAP/DOCS/DOC-10797.pdf,2025-11-23,2026-06-29
DOC-10798,Quality Record,Quality Inspection Record - DOC-10798,Quality,,OWN-007,Active,v4.3,2025-02-08,2026-11-01,2025-07-27,2026-04-27,Missing,Internal,SAP/DOCS/DOC-10798.pdf,2025-02-04,2025-12-03
DOC-10799,Contract,Service Contract Agreement - DOC-10799,Supply Chain,CHI-01,OWN-007,Expired,v1.3,2026-04-20,2028-03-05,2027-02-09,2027-11-26,Approved,Confidential,SAP/DOCS/DOC-10799.pdf,2026-03-12,2026-07-08
DOC-10800,Quality Record,Quality Inspection Record - DOC-10800,Compliance,ELP-01,OWN-040,Active,v4.1,2023-09-09,2024-06-18,2024-02-27,2024-10-21,Approved,Internal,SAP/DOCS/DOC-10800.pdf,2023-08-05,2024-03-18
DOC-10801,Work Instruction,Operational Work Instruction - DOC-10801,Operations,ELP-01,OWN-039,Active,v2.8,2024-06-05,2026-09-15,2024-11-29,2025-11-24,Approved,Public,SAP/DOCS/DOC-10801.pdf,2024-05-13,2026-02-10
DOC-10802,Compliance Document,Regulatory Compliance Document - DOC-10802,Engineering,CHI-01,OWN-022,Active,v1.7,2025-02-10,2025-10-19,2025-06-05,2026-01-18,Rejected,Internal,SAP/DOCS/DOC-10802.pdf,2024-12-28,2026-03-12
DOC-10803,Contract,Service Contract Agreement - DOC-10803,Supply Chain,CHI-01,OWN-023,Active,v4.3,2023-09-08,2026-01-30,2023-10-12,2025-10-25,Missing,Confidential,SAP/DOCS/DOC-10803.pdf,2023-08-28,2024-12-24
DOC-10804,NDA,Non-Disclosure Agreement - DOC-10804,Operations,ELP-01,OWN-049,Expired,v3.5,2024-11-23,2026-11-10,2025-09-06,,Approved,Public,SAP/DOCS/DOC-10804.pdf,2024-11-08,2026-02-15
DOC-10805,Quality Record,Quality Inspection Record - DOC-10805,Supply Chain,ELP-01,OWN-023,Active,v5.9,2025-12-31,2027-07-07,2026-09-21,,Approved,Internal,SAP/DOCS/DOC-10805.pdf,2025-12-14,2027-04-24
DOC-10806,Compliance Document,Regulatory Compliance Document - DOC-10806,Quality,CHI-01,OWN-010,Active,v5.6,2023-05-15,2025-01-04,2023-10-04,2024-09-16,Approved,Public,SAP/DOCS/DOC-10806.pdf,2023-05-05,2024-05-08
DOC-10807,Contract,Service Contract Agreement - DOC-10807,Compliance,ELP-01,OWN-044,Pending Approval,v5.2,2025-06-15,2026-04-01,2025-12-02,2026-11-07,Approved,Restricted,SAP/DOCS/DOC-10807.pdf,2025-05-05,2026-02-01
DOC-10808,SOP,Standard Operating Procedure - DOC-10808,Program Management,MTY-01,OWN-038,Active,v5.1,2025-08-12,2026-12-21,2025-12-17,2026-06-25,Missing,Restricted,SAP/DOCS/DOC-10808.pdf,2025-07-25,2026-10-12
DOC-10809,Quality Record,Quality Inspection Record - DOC-10809,Finance,CHI-02,OWN-044,Pending Approval,v5.4,2025-03-22,2026-01-08,2025-04-25,2026-02-26,Approved,Confidential,SAP/DOCS/DOC-10809.pdf,2025-03-03,2026-12-02
DOC-10810,SOP,Standard Operating Procedure - DOC-10810,Supply Chain,MTY-01,OWN-014,Active,v1.7,2023-08-22,2024-03-04,2024-05-10,2024-11-16,Missing,Confidential,SAP/DOCS/DOC-10810.pdf,2023-08-03,2024-06-12
DOC-10811,SOP,Standard Operating Procedure - DOC-10811,Compliance,ELP-01,OWN-019,Active,v5.2,2023-03-29,2025-08-31,2023-07-07,2024-04-01,Pending,Internal,SAP/DOCS/DOC-10811.pdf,2023-03-25,2023-06-22
DOC-10812,Contract,Service Contract Agreement - DOC-10812,Operations,CHI-01,OWN-015,Pending Approval,v2.6,2024-05-27,2026-07-15,2024-08-06,2025-04-17,Approved,Restricted,SAP/DOCS/DOC-10812.pdf,2024-04-29,2025-07-06
DOC-10813,SOP,Standard Operating Procedure - DOC-10813,Operations,QRO-01,OWN-021,Active,v2.4,2024-12-31,2027-01-27,2025-09-10,2025-10-25,Pending,Internal,SAP/DOCS/DOC-10813.pdf,2024-12-19,2025-05-07
DOC-10814,Contract,Service Contract Agreement - DOC-10814,Finance,MTY-01,OWN-035,Active,v4.1,2023-10-05,2025-11-03,2024-09-20,2025-07-15,Missing,Confidential,SAP/DOCS/DOC-10814.pdf,2023-09-15,2024-02-04
DOC-10815,Compliance Document,Regulatory Compliance Document - DOC-10815,Supply Chain,CHI-02,OWN-027,Draft,v5.0,2025-04-24,2026-10-18,2025-12-28,2026-10-23,Missing,Internal,SAP/DOCS/DOC-10815.pdf,2025-03-04,2026-05-31
DOC-10816,Quality Record,Quality Inspection Record - DOC-10816,Quality,MTY-01,OWN-040,Pending Approval,v3.0,2024-09-08,2026-08-13,2025-04-17,2025-11-15,Approved,Confidential,SAP/DOCS/DOC-10816.pdf,2024-08-01,2025-09-08
DOC-10817,Compliance Document,Regulatory Compliance Document - DOC-10817,Program Management,ELP-01,OWN-018,Active,v3.9,2026-03-18,2026-11-08,2026-05-30,,Pending,Confidential,SAP/DOCS/DOC-10817.pdf,2026-02-16,2026-05-27
DOC-10818,Quality Record,Quality Inspection Record - DOC-10818,Finance,MTY-01,OWN-033,Active,v2.8,2025-02-03,2025-01-04,2025-12-29,2026-12-16,Missing,Restricted,SAP/DOCS/DOC-10818.pdf,2025-01-30,2025-06-27
DOC-10819,Contract,Service Contract Agreement - DOC-10819,Supply Chain,CHI-02,OWN-001,Active,v2.1,2024-02-23,2025-08-31,2024-08-30,2025-08-29,Pending,Confidential,SAP/DOCS/DOC-10819.pdf,2024-02-03,2024-04-12
DOC-10820,Quality Record,Quality Inspection Record - DOC-10820,Engineering,MTY-01,OWN-031,Draft,v4.0,2026-02-27,2027-05-06,2026-07-11,2027-02-02,Approved,Internal,SAP/DOCS/DOC-10820.pdf,2026-02-20,2026-06-25
DOC-10821,Work Instruction,Operational Work Instruction - DOC-10821,Supply Chain,CHI-02,OWN-029,Pending Approval,v4.2,2024-08-21,2025-11-10,2025-07-30,2026-07-19,Rejected,Confidential,SAP/DOCS/DOC-10821.pdf,2024-07-17,2026-04-30
DOC-10822,Contract,Service Contract Agreement - DOC-10822,Engineering,ELP-01,OWN-031,Draft,v1.9,2024-08-08,2026-07-12,2025-06-13,2026-01-30,Approved,Internal,SAP/DOCS/DOC-10822.pdf,2024-07-28,2025-12-15
DOC-10823,Work Instruction,Operational Work Instruction - DOC-10823,Engineering,CHI-01,OWN-002,Active,v4.0,2023-11-28,2025-07-26,2024-08-01,2025-03-06,Approved,Internal,SAP/DOCS/DOC-10823.pdf,2023-10-29,2025-06-15
DOC-10824,Compliance Document,Regulatory Compliance Document - DOC-10824,Program Management,QRO-01,OWN-047,Expired,v2.5,2025-09-22,2027-03-19,2026-01-01,2026-10-27,Approved,Public,SAP/DOCS/DOC-10824.pdf,2025-09-19,2027-02-14
DOC-10825,Contract,Service Contract Agreement - DOC-10825,Compliance,CHI-02,OWN-042,Active,v5.5,2026-03-28,2028-03-02,2026-05-29,2027-01-08,Approved,Confidential,SAP/DOCS/DOC-10825.pdf,2026-03-03,2027-06-17
DOC-10826,SOP,Standard Operating Procedure - DOC-10826,Program Management,QRO-01,OWN-025,Obsolete,v2.9,2024-12-29,2025-09-04,2025-12-24,2026-10-23,Missing,Restricted,SAP/DOCS/DOC-10826.pdf,2024-12-03,2026-05-07
DOC-10827,SOP,Standard Operating Procedure - DOC-10827,Supply Chain,CHI-01,OWN-040,Active,v1.2,2025-02-22,2027-04-07,2025-09-18,2026-08-13,Pending,Public,SAP/DOCS/DOC-10827.pdf,2025-01-15,2025-09-10
DOC-10828,Work Instruction,Operational Work Instruction - DOC-10828,Finance,,OWN-012,Pending Approval,v4.1,2025-12-14,2027-02-04,2026-05-14,2026-12-06,Pending,Internal,SAP/DOCS/DOC-10828.pdf,2025-11-23,2026-01-26
DOC-10829,NDA,Non-Disclosure Agreement - DOC-10829,Compliance,QRO-01,OWN-002,Active,v4.6,2023-09-18,2025-04-03,2024-08-23,2025-07-30,Missing,Internal,SAP/DOCS/DOC-10829.pdf,2023-08-20,2024-01-04
DOC-10830,Quality Record,Quality Inspection Record - DOC-10830,Finance,CHI-01,OWN-013,Active,v5.3,2024-09-23,2026-06-13,2025-03-18,,Pending,Internal,SAP/DOCS/DOC-10830.pdf,2024-08-22,2024-11-19
DOC-10831,Compliance Document,Regulatory Compliance Document - DOC-10831,Compliance,QRO-01,OWN-024,Pending Approval,v1.5,2023-10-21,2024-05-22,2024-01-30,2024-07-29,Pending,Confidential,SAP/DOCS/DOC-10831.pdf,2023-10-07,2024-04-14
DOC-10832,Work Instruction,Operational Work Instruction - DOC-10832,Operations,MTY-01,OWN-023,Active,v2.1,2024-06-27,2026-04-23,2025-04-09,2026-01-04,Missing,Confidential,SAP/DOCS/DOC-10832.pdf,2024-05-21,2025-08-14
DOC-10833,NDA,Non-Disclosure Agreement - DOC-10833,Program Management,,OWN-032,Expired,v3.0,2024-01-12,2025-05-11,2024-04-02,2024-10-29,Approved,Confidential,SAP/DOCS/DOC-10833.pdf,2023-12-09,2024-07-26
DOC-10834,SOP,Standard Operating Procedure - DOC-10834,Operations,QRO-01,OWN-035,Active,v5.8,2025-03-30,2026-03-06,2025-09-23,2026-04-10,Approved,Restricted,SAP/DOCS/DOC-10834.pdf,2025-03-25,2026-02-08
DOC-10835,NDA,Non-Disclosure Agreement - DOC-10835,Quality,CHI-02,OWN-002,Active,v2.5,2023-12-14,2025-10-06,2024-05-26,2025-05-08,Approved,Internal,,2023-11-06,2024-01-06
DOC-10836,Quality Record,Quality Inspection Record - DOC-10836,Supply Chain,MTY-01,OWN-005,Draft,v5.0,2025-03-11,2025-11-09,2025-08-08,2026-06-10,Pending,Confidential,SAP/DOCS/DOC-10836.pdf,2025-01-27,2026-01-17
DOC-10837,Quality Record,Quality Inspection Record - DOC-10837,Engineering,MTY-01,OWN-047,Obsolete,v5.3,2023-10-11,2025-08-11,2024-01-15,2024-09-20,Approved,Public,SAP/DOCS/DOC-10837.pdf,2023-09-05,2025-07-02
DOC-10838,Work Instruction,Operational Work Instruction - DOC-10838,Supply Chain,MTY-01,OWN-035,Active,v1.8,2024-07-04,2025-02-25,2024-08-16,2025-04-03,Approved,Internal,SAP/DOCS/DOC-10838.pdf,2024-07-02,2025-11-08
DOC-10839,Work Instruction,Operational Work Instruction - DOC-10839,Engineering,MTY-01,OWN-008,Expired,v3.5,2025-10-04,2027-06-13,2026-08-11,2027-03-14,Approved,Restricted,SAP/DOCS/DOC-10839.pdf,2025-08-20,2026-03-07
DOC-10840,NDA,Non-Disclosure Agreement - DOC-10840,Program Management,CHI-01,OWN-048,Active,v5.9,2023-11-05,2024-05-13,2024-03-30,2025-01-09,Pending,Confidential,SAP/DOCS/DOC-10840.pdf,2023-09-28,2023-11-14
DOC-10841,Compliance Document,Regulatory Compliance Document - DOC-10841,Quality,QRO-01,OWN-012,Active,v5.3,2023-07-23,2024-03-17,2023-10-25,2024-08-12,Approved,Internal,SAP/DOCS/DOC-10841.pdf,2023-07-18,2024-05-13
DOC-10842,Work Instruction,Operational Work Instruction - DOC-10842,Compliance,ELP-01,OWN-035,Draft,v3.3,2024-01-11,2024-09-25,2024-03-20,2024-11-19,Approved,Confidential,SAP/DOCS/DOC-10842.pdf,2025-03-04,2025-02-26
DOC-10843,SOP,Standard Operating Procedure - DOC-10843,Compliance,,OWN-021,Obsolete,v1.5,2024-12-24,2026-02-27,2025-10-19,2026-06-24,Approved,Internal,SAP/DOCS/DOC-10843.pdf,2024-11-12,2026-01-07
DOC-10844,Work Instruction,Operational Work Instruction - DOC-10844,Compliance,MTY-01,OWN-048,Active,v2.0,2024-05-22,2026-05-05,2024-10-17,2025-07-02,Approved,Internal,SAP/DOCS/DOC-10844.pdf,2024-05-13,2025-01-09
DOC-10845,Compliance Document,Regulatory Compliance Document - DOC-10845,Program Management,QRO-01,OWN-018,Obsolete,v1.0,2023-11-14,2025-10-04,2023-12-31,2024-09-05,Approved,Internal,SAP/DOCS/DOC-10845.pdf,2023-11-12,2024-08-24
DOC-10846,Work Instruction,Operational Work Instruction - DOC-10846,Engineering,CHI-01,OWN-014,Draft,v5.0,2025-06-09,2027-03-05,2025-07-31,2026-03-25,Approved,Confidential,SAP/DOCS/DOC-10846.pdf,2025-03-04,2027-03-23
DOC-10847,Quality Record,Quality Inspection Record - DOC-10847,Program Management,CHI-01,,Obsolete,v5.6,2023-06-24,2024-11-29,2023-12-05,2024-10-31,Pending,Internal,SAP/DOCS/DOC-10847.pdf,2023-05-16,2024-07-27
DOC-10848,NDA,Non-Disclosure Agreement - DOC-10848,Compliance,CHI-02,OWN-047,Expired,v2.6,2024-12-06,2026-09-21,2025-08-10,2026-07-02,Approved,Internal,SAP/DOCS/DOC-10848.pdf,2024-11-01,2026-02-23
DOC-10849,Contract,Service Contract Agreement - DOC-10849,Engineering,ELP-01,OWN-050,Active,v4.0,2024-12-01,2026-03-06,2025-02-12,2025-10-25,Approved,Internal,SAP/DOCS/DOC-10849.pdf,2024-10-18,2026-07-11
DOC-10850,SOP,Standard Operating Procedure - DOC-10850,Operations,CHI-01,OWN-021,Expired,v4.7,2023-04-26,2024-09-01,2024-03-12,2025-02-24,Pending,Confidential,SAP/DOCS/DOC-10850.pdf,2023-04-18,2023-05-06
DOC-10851,Work Instruction,Operational Work Instruction - DOC-10851,Engineering,CHI-01,OWN-027,Active,v3.9,2025-04-27,2027-08-08,2026-03-07,2026-10-28,Approved,Restricted,SAP/DOCS/DOC-10851.pdf,2025-03-27,2026-10-13
DOC-10852,Work Instruction,Operational Work Instruction - DOC-10852,Compliance,CHI-01,OWN-041,Active,v1.3,2024-10-26,2026-09-12,2025-01-29,2025-09-24,Approved,Restricted,SAP/DOCS/DOC-10852.pdf,2024-10-09,2025-02-04
